ID,pName,tradePrice,actualPrice,salePrice,brand,productLine,rating,technicalDetail,url
000160, Xiaomi POCO M5s 4GB 64GB ,,4290000,,POCO,,4.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.43 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 60Hz, Kính cường lực Corning Gorilla Glass 3, Độ sáng tối đa: 700 nits'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 64 MP, f/1.8, PDAF\nCamera góc siêu rộng: 8 MP, f/2.2, 118˚\nCamera góc sâu: 2 MP, f/2.4\nCamera Macro: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, HDR, toàn cảnh'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60/120fps, 720p@960fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 13 MP, f/2 .4'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSDXC'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'MIUI 13, Android 12'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a / b / g / n / ac, băng tần kép, Wi-Fi Direct, điểm phát sóng'}, {'title': 'GPS', 'value': 'Có, với A-GPS, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': 'v5.0, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '160,5 x 74,5 x 8,3 mm'}, {'title': 'Trọng lượng', 'value': '178,8 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 33W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Li-Po 5000 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP53'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép\nĐài FM'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển'}]",https://cellphones.com.vn/xiaomi-poco-m5s.html
000161, OPPO A17 ,3490000,,3990000,OPPO,A Series,,"[{'title': 'Kích thước màn hình', 'value': '6.56 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1612 (HD+)'}, {'title': 'Tính năng màn hình', 'value': 'Kính cường lực Panda, 16 triệu màu'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera sau', 'value': 'Camera Chính: 50MP, f/1.8, FOV 77°, ống kính 5P, AF\n0.3 MP,f/2.8, FOV 60°'}, {'title': 'Tính năng camera', 'value': 'AI Camera\nChuyên nghiệp (Pro)\nHDR\nToàn cảnh (Panorama)\nBan đêm (Night Mode)\nChụp bằng cử chỉ\nNhãn dán (AR Stickers)\nLàm đẹp\nGoogle Lens\nBộ lọc màu\nTrôi nhanh thời gian (Time Lapse)\nZoom kỹ thuật số'}, {'title': 'Quay video', 'value': '1080p@30fps, 720p@30fps'}, {'title': 'Camera trước', 'value': '5 MP, f/2.2'}, {'title': 'Quay video trước', 'value': '1080p@30fps, 720p@30fps'}, {'title': 'Dung lượng RAM', 'value': '4 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 1 TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4G/5G, 802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'Có'}, {'title': 'Bluetooth', 'value': 'v5.3'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.2 x 75.6 x 8.3 mm'}, {'title': 'Trọng lượng', 'value': '187g'}, {'title': 'Công nghệ sạc', 'value': 'Hỗ trợ sạc 10W'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': '5000mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IPX4'}, {'title': 'Tiện ích khác', 'value': 'Cử chỉ thông minh\nChạm 2 lần tắt/sáng màn hình\nỨng dụng kép (Nhân bản ứng dụng)\nThu nhỏ màn hình sử dụng một tay\nChế độ trẻ em (Không gian trẻ em)\nKhoá ứng dụng\nĐa cửa sổ (chia đôi màn hình)\nCử chỉ màn hình tắt\nMở rộng bộ nhớ RAM'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn'}]",https://cellphones.com.vn/oppo-a17.html
000162, realme C30s 3GB 64GB ,1890000,2690000,2390000,realme,C Series,,"[{'title': 'Kích thước màn hình', 'value': '6.5 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1600 pixel'}, {'title': 'Tính năng màn hình', 'value': '60Hz, độ sáng tối đa 400 nits, 16,7 triệu màu'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera sau', 'value': '8MP'}, {'title': 'Tính năng camera', 'value': 'Làm đẹp, Bộ lọc, HDR, Góc nhìn toàn cảnh, Chân dung, Tua nhanh thời gian, Siêu chụp đêm, Chuyên gia'}, {'title': 'Quay video', 'value': '1080P/30fps, 720P/30fps, 480P/30fp'}, {'title': 'Camera trước', 'value': '5MP'}, {'title': 'Dung lượng RAM', 'value': '3 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Có, hỗ trợ tối đa Micro 1TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'realme UI Go Edition trên nền tảng Android 12'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4GHz'}, {'title': 'Bluetooth', 'value': '4.2'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.2 x 75.7 x 8.5mm'}, {'title': 'Trọng lượng', 'value': '186 gram'}, {'title': 'Công nghệ sạc', 'value': 'Sạc thường với công suất 10W'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': '5000mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt'}, {'title': 'Chipset', 'value': 'Unisoc SC9863A1'}, {'title': 'Loại CPU', 'value': 'ARM Cortex-A55, lên đến 1.6GHz'}, {'title': 'GPU', 'value': 'GE8322'}]",https://cellphones.com.vn/realme-c30s-3gb-64gb.html
000163, ZenFone 10 ,,,,Tin đồn - Mới ra,ASUS,,"[{'title': 'Kích thước màn hình', 'value': '6.3 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Tính năng màn hình', 'value': 'Tốc độ làm mới 120 Hz'}, {'title': 'Loại màn hình', 'value': 'Màn hình'}, {'title': 'Camera sau', 'value': '200 MP hỗ trợ OIS'}, {'title': 'Camera trước', 'value': '16 MP'}, {'title': 'Dung lượng RAM', 'value': '16 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 67 W'}, {'title': 'Pin', 'value': '5.000 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Chipset', 'value': 'Snapdragon 8 Gen 2'}]",https://cellphones.com.vn/asus-zenfone-10.html
000164, Tecno Camon 20 Pro 5G ,,,,Tin đồn - Mới ra,,,"[{'title': 'Kích thước màn hình', 'value': '6.67 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120Hz'}, {'title': 'Loại màn hình', 'value': 'Màn hình'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 64 MP, f/1.7, 1/1.7"", 0.8µm, PDAF, OIS\nMáy ảnh đo chiều sâu: 2 MP, f/2.4\nCamera macro: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED vòng, toàn cảnh, HDR'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30fps, HDR'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 32 MP, f/2.5, 24mm, 1/2.8"", 0.8µm'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'GPS'}, {'title': 'Bluetooth', 'value': 'v5.2'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 33W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa âm thanh nổi'}, {'title': 'Thời điểm ra mắt', 'value': '05/2023'}]",https://cellphones.com.vn/tecno-camon-20-pro-5g.html
000165, Xiaomi Redmi 9A ,,2490000,,Xiaomi,Redmi,4.9/5,"[{'title': 'Kích thước màn hình', 'value': '6.53 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD capacitive touchscreen, 16M colors'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1600 pixel'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera sau', 'value': '13MP, Khẩu độ ƒ/2.2, AF, Đèn flash đơn, Chế độ kính vạn hoa'}, {'title': 'Quay video', 'value': '1080p@30fps'}, {'title': 'Camera trước', 'value': '5MP camera trước, Khẩu độ ƒ/2.2, Chế độ chân dung'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '2 GB'}, {'title': 'Bộ nhớ trong', 'value': '32 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'microSDXC mở rộng lên đến 512GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 10, MIUI 12'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 b/g/n, hotspot'}, {'title': 'GPS', 'value': 'Yes, with A-GPS'}, {'title': 'Bluetooth', 'value': '5.0, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.9 x 77.07 x 9.0mm'}, {'title': 'Trọng lượng', 'value': '194g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc thường 10W'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': 'Li-Po 5000 mAh battery, Hỗ trợ sạc nhanh 10W'}, {'title': 'Cảm biến vân tay', 'value': 'Không'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận'}, {'title': 'Tính năng đặc biệt', 'value': 'Nhận diện khuôn mặt'}, {'title': 'Chipset', 'value': 'MediaTek Helio G25 (12 nm)'}, {'title': 'Loại CPU', 'value': 'Octa-core 2.0 GHz Cortex-A53'}, {'title': 'GPU', 'value': 'PowerVR GE8320 (650 MHz)'}]",https://cellphones.com.vn/xiaomi-redmi-9a.html
000166, vivo V25 Pro 8GB 128GB ,9490000,13990000,9990000,vivo,V Series,,"[{'title': 'Kích thước màn hình', 'value': '6.56 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2376 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': '120Hz, Độ sáng tối đa: 1300 nits, Kính cường lực Schott Xensation UP'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera chính 64MP OIS + Góc Rộng 8MP + Siêu Cận 2MP'}, {'title': 'Tính năng camera', 'value': 'Chụp Ảnh, Quay Video, Độ Phân Giải Cao, Toàn Cảnh, Quay Chuyển Động Chậm, Live Photo, Tua Nhanh Thời Gian, Chế Độ Chuyên Nghiệp, AR Stickers, Tài Liệu, Video Hiển Thị Kép, Video Ngắn/Vlog Movie, Chân Dung, Phơi Sáng Kép, Chụp Nhanh Chuyển Động'}, {'title': 'Quay video', 'value': '4K 2160p@60fps\nFullHD 1080p@30fps\nHD 720p@30fps\nFullHD 1080p@60fps\nHD 720p@60fps\n4K 2160p@30fps'}, {'title': 'Camera trước', 'value': '32MP AF, f/2.45'}, {'title': 'Quay video trước', 'value': 'Quay video Full HD, Quay video HD'}, {'title': 'Dung lượng RAM', 'value': '8GB + Mở rộng 8GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a / b / g / n / ac, băng tần kép, điểm phát sóng'}, {'title': 'GPS', 'value': 'Có, với A-GPS, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '158.9x73.52x8.62 mm'}, {'title': 'Trọng lượng', 'value': '190.0 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 66W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4830 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Hệ thống làm mát sinh học'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'Không'}, {'title': 'Tiện ích khác', 'value': 'Trợ lý ảo Google Assistant\nĐa cửa sổ (chia đôi màn hình)\nTối ưu game (Game Booster)\nMở rộng bộ nhớ RAM\nMàn hình luôn hiển thị AOD'}, {'title': 'Công nghệ âm thanh', 'value': 'Âm thanh Hi-Res Audio'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/vivo-v25-pro.html
000167, realme C33 3GB 32GB ,1890000,3490000,2390000,realme,C Series,,"[{'title': 'Kích thước màn hình', 'value': '6.5 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1600 pixel'}, {'title': 'Tính năng màn hình', 'value': '120Hz, 16.7 triệu màu'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Camera sau', 'value': '50 MP + 0.3MP'}, {'title': 'Tính năng camera', 'value': 'Làm đẹp, Bộ lọc, HDR, Xem toàn cảnh, Chân dung, Timelapse, Chuyên gia, Siêu đêm'}, {'title': 'Quay video', 'value': 'Hỗ trợ quay phim 1080P/30fps\nHỗ trợ quay phim 720P/30fps\nHỗ trợ quay phim 480P/30fps'}, {'title': 'Camera trước', 'value': '5 MP'}, {'title': 'Quay video trước', 'value': 'Hỗ trợ quay phim 720P/30fps\nHỗ trợ quay phim 480P/30fps'}, {'title': 'Dung lượng RAM', 'value': '3 GB'}, {'title': 'Bộ nhớ trong', 'value': '32 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 1 TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4GHz'}, {'title': 'GPS', 'value': 'Có, với GPS / GLONASS / GALILEO'}, {'title': 'Bluetooth', 'value': 'v5.0'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164,2 x 75,7 x 8,3 mm'}, {'title': 'Trọng lượng', 'value': '187 gram'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 10 W, Siêu tiết kiệm pin'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': '5.000 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Không'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'Không'}, {'title': 'Tiện ích khác', 'value': 'Cử chỉ thông minh\nChặn cuộc gọi\nChạm 2 lần tắt màn hình\nChặn tin nhắn\nTrợ lý ảo Google Assistant'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/realme-c33.html
000168, Nokia C21 Plus 3GB 64GB ,,3190000,,Điện thoại pin trâu,,,"[{'title': 'Kích thước màn hình', 'value': '6.52 inches'}, {'title': 'Công nghệ màn hình', 'value': 'TFT LCD'}, {'title': 'Độ phân giải màn hình', 'value': '720 x 1600 pixel'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 60 Hz, 400 nits, Mặt kính cong 2.5D'}, {'title': 'Camera sau', 'value': '13 MP + 2 MP'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, HDR, Chân dung, Toàn cảnh, Làm đẹp, Chụp đêm'}, {'title': 'Quay video', 'value': '1080p@30fps'}, {'title': 'Camera trước', 'value': '5 MP'}, {'title': 'Quay video trước', 'value': '720p'}, {'title': 'Dung lượng RAM', 'value': '3 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 256 GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 11 (Go edition)'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 b/g/n, hotspot'}, {'title': 'GPS', 'value': 'A-GPS'}, {'title': 'Bluetooth', 'value': 'v4.2, A2DP'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '164.8 x 75.9 x 8.6 mm'}, {'title': 'Trọng lượng', 'value': '178 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc 10 W'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': '5050 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP52'}, {'title': 'Tiện ích khác', 'value': 'Mở khoá khuôn mặt'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng'}]",https://cellphones.com.vn/nokia-c21-plus.html
000169, Nokia 215 4G ,,960000,,Điện thoại phổ thông,,,"[{'title': 'Kích thước màn hình', 'value': '2.4 inches'}, {'title': 'Công nghệ màn hình', 'value': 'TFT, 256K colors'}, {'title': 'Độ phân giải màn hình', 'value': '240 x 320 pixels'}, {'title': 'Bộ nhớ trong', 'value': '128 MB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Thẻ nhớ MicroSD hỗ trợ lên tới 32GB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Series 30+'}, {'title': 'Bluetooth', 'value': 'Bluetooth® 5.0'}, {'title': 'Pin', 'value': '1150mAh, có thể tháo rời'}, {'title': 'Chipset', 'value': 'Unisoc UMS9117'}, {'title': 'Kích thước', 'value': '124.7 x 51 x 13.7 mm'}, {'title': 'Trọng lượng', 'value': '90.3 g'}]",https://cellphones.com.vn/nokia-215-4g.html
000170, Nokia 105 4G ,,820000,,Điện thoại phổ thông,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '1.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'TFT LCD'}, {'title': 'Bộ nhớ trong', 'value': '128 MB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '121 x 50 x 14.5 mm'}, {'title': 'Trọng lượng', 'value': '80.2 g'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': 'Li-Ion 1020 mAh'}]",https://cellphones.com.vn/nokia-105-4g.html
